Student Name,Student ID,Major,Most Consistent Payment Day
Timothy Gross,SID97349,History,3
Chad Price,SID97350,Psychology,22
Sara Berry,SID97351,Art,4
Caitlin Cohen,SID97352,Biology,5
Kimberly Lucas,SID97353,Engineering,10
Becky Thornton,SID97354,Art,1
Christopher Bowman,SID97355,Art,27
Martin Myers,SID97356,Literature,11
Christopher Mclean,SID97357,Physics,21
Laura Armstrong,SID97358,Literature,10
Joseph Johnson,SID97359,Literature,2
Anthony Tran,SID97360,Physics,26
Brianna Stokes,SID97361,Economics,19
Sarah Mcfarland,SID97362,Psychology,1
Tiffany Peterson,SID97363,Economics,25
Theresa Brown,SID97364,Medicine,27
Lori Foster,SID97365,Mathematics,25
David Wilson,SID97366,Art,21
Mr. Hunter Jensen,SID97367,Physics,25
Gregory Foley II,SID97368,Art,27
Jamie Pruitt,SID97369,Engineering,22
Brittany Wright,SID97370,Philosophy,5
Amy Cuevas,SID97371,Physics,6
Samuel Kelly,SID97372,Medicine,3
Terry Vance,SID97373,Art,3
Paul Clark,SID97374,Literature,25
Cynthia Miller,SID97375,Philosophy,8
William Diaz,SID97376,Art,24
Jeffrey Benson,SID97377,Medicine,19
Brian Harmon,SID97378,Mathematics,15
Scott Davis,SID97379,Art,5
Ronald Bryant,SID97380,Computer Science,5
Allison Duncan,SID97381,Physics,3
Derek Horn,SID97382,Engineering,8
Catherine Dennis MD,SID97383,Psychology,27
Joseph Chen,SID97384,Engineering,5
Paul Patrick,SID97385,Medicine,18
Daniel Freeman,SID97386,Mathematics,15
Erin Watts,SID97387,Philosophy,12
Juan Bernard,SID97388,Physics,10
Lisa Reed,SID97389,Computer Science,13
Erica Morales,SID97390,Philosophy,24
Christopher Thompson,SID97391,Medicine,22
John Powell,SID97392,History,20
Patrick Acevedo,SID97393,Philosophy,26
Willie Skinner,SID97394,Physics,17
Jose Walker,SID97395,Philosophy,21
Michael Ortega,SID97396,Mathematics,8
Matthew Gray,SID97397,Art,6
Andrew Cook,SID97398,Mathematics,13
Amanda Coleman,SID97399,Computer Science,22
Daniel Walker,SID97400,Literature,27
Kevin Lee,SID97401,Art,17
John Sanchez,SID97402,Medicine,8
Tracy Hamilton,SID97403,History,14
Rachel Mccormick,SID97404,Economics,25
Christine Harvey,SID97405,Philosophy,4
Catherine Phillips,SID97406,Medicine,19
Aaron Mayer,SID97407,History,19
David Thomas,SID97408,Computer Science,6
Gina White,SID97409,Computer Science,2
Cheryl Reyes,SID97410,Medicine,1
Marie Brown,SID97411,Philosophy,18
Pamela Bowman,SID97412,Literature,23
Tara Fisher MD,SID97413,Mathematics,7
Brianna Garcia,SID97414,History,19
Susan Jarvis,SID97415,Psychology,23
Maria Graves,SID97416,Biology,13
Ruben Miller,SID97417,Physics,27
Samuel Liu,SID97418,Computer Science,23
Samantha Morris,SID97419,Mathematics,13
Jared Wilson,SID97420,Economics,11
Raymond Hale,SID97421,Art,3
Karen Buck,SID97422,Computer Science,8
Matthew Moore,SID97423,Mathematics,17
Raymond Diaz,SID97424,Philosophy,7
Shawn Munoz,SID97425,Biology,26
Christine Pacheco,SID97426,Biology,7
Jamie Allen,SID97427,Art,9
Joseph Hill,SID97428,Literature,16
Eileen Cox,SID97429,Computer Science,23
Brian Russell,SID97430,Psychology,24
Michelle Ryan,SID97431,Computer Science,14
Victor Gray,SID97432,Economics,16
James Hogan,SID97433,Philosophy,13
Brandon Bryant MD,SID97434,Physics,12
Victoria Dawson,SID97435,Philosophy,15
Karen Craig,SID97436,History,7
Pamela Sullivan,SID97437,Art,10
Michelle Edwards,SID97438,Medicine,2
Amber Villarreal,SID97439,Philosophy,8
Thomas Williams,SID97440,History,10
Brent Freeman,SID97441,Biology,20
Shaun Guzman,SID97442,Psychology,6
Beth Davis,SID97443,Computer Science,8
Jessica Lee,SID97444,Biology,22
Brianna Davis,SID97445,Economics,7
Eric Thompson,SID97446,Engineering,4
Sue Bennett,SID97447,Engineering,13
Nancy Brown,SID97448,Computer Science,11
Crystal Hill,SID97449,Engineering,26
Danielle Brown,SID97450,Art,22
Jon Pacheco,SID97451,Computer Science,24
Ryan Smith,SID97452,Economics,25
Vincent Cooper,SID97453,Medicine,15
Tracy Warren,SID97454,History,5
Martin Taylor,SID97455,History,7
Kelly Flores,SID97456,Medicine,7
Stacy Herrera,SID97457,Psychology,17
Sarah Drake,SID97458,Computer Science,13
Jimmy Howard,SID97459,Literature,8
Kaitlyn Harris,SID97460,History,27
Benjamin Gray,SID97461,Medicine,26
Kathryn Rodriguez,SID97462,Computer Science,23
Dominique Clements,SID97463,Economics,10
Charlene Montoya,SID97464,Art,19
Cynthia Jones,SID97465,Physics,28
Sara Harris,SID97466,Computer Science,27
Jennifer Baker,SID97467,Engineering,25
Gail Lopez,SID97468,Philosophy,23
Gary Tran,SID97469,Art,18
Michael Skinner,SID97470,Physics,11
Gilbert Taylor,SID97471,Mathematics,8
Alexandria Richardson,SID97472,Engineering,1
Troy Andersen,SID97473,History,17
Amber Rojas,SID97474,Literature,18
Tonya Bailey,SID97475,Mathematics,2
Nicole Galloway,SID97476,Computer Science,13
Ashley Lucero,SID97477,Psychology,25
Lisa Wright DDS,SID97478,Mathematics,11
Dawn Reese,SID97479,Mathematics,25
Logan Park,SID97480,Medicine,8
Marie Walker,SID97481,Engineering,13
Courtney Peck,SID97482,Psychology,17
Heather Turner,SID97483,Computer Science,11
Anna Parker,SID97484,Computer Science,5
Kristen Walton,SID97485,Psychology,6
Tammy Johnson,SID97486,Biology,3
William Sanchez,SID97487,Psychology,15
Brian Lutz,SID97488,Engineering,9
Thomas Schultz,SID97489,Mathematics,16
Richard Dunn,SID97490,Physics,13
Eric Walker,SID97491,Economics,22
Carl Gutierrez,SID97492,Computer Science,27
Grace Carson,SID97493,Psychology,11
Lisa Dawson,SID97494,History,26
Jonathan Eaton,SID97495,History,7
Hannah Brandt,SID97496,Biology,5
Kimberly Brown,SID97497,Mathematics,18
Felicia Gardner,SID97498,Computer Science,24
Taylor Smith,SID97499,Computer Science,21
Michael Lowe,SID97500,Psychology,2
Tammy Jennings,SID97501,Engineering,9
Victoria Young,SID97502,Economics,1
Margaret Davies,SID97503,Philosophy,21
Terri Reynolds,SID97504,Biology,9
Brian White,SID97505,Medicine,19
Elizabeth Solis,SID97506,Art,8
Nicholas Wilson,SID97507,Psychology,11
Tammy Gutierrez,SID97508,History,14
Shane Hubbard,SID97509,Literature,22
Haley Adams,SID97510,Philosophy,7
Sarah James,SID97511,Psychology,27
Katherine Curtis,SID97512,Medicine,3
Elizabeth Robinson,SID97513,Mathematics,15
Mia Burke,SID97514,Psychology,13
Michael Torres,SID97515,Literature,13
Johnny Meza,SID97516,Physics,3
Adrienne Jackson,SID97517,Psychology,12
Austin Perry,SID97518,Medicine,16
Mark Hernandez,SID97519,Biology,15
Tiffany Mcdonald,SID97520,Computer Science,12
John Carter,SID97521,Art,20
Shaun White,SID97522,History,22
Jacob Kramer,SID97523,Mathematics,14
Danny Patel,SID97524,Literature,17
Katherine Sanchez,SID97525,Engineering,27
Diane Patel,SID97526,History,7
Norma Estrada,SID97527,Literature,22
Nancy Bishop,SID97528,History,26
Michael Burns,SID97529,Art,1
John Doyle,SID97530,Biology,14
Katie Cochran,SID97531,Engineering,6
Jose Gould,SID97532,History,19
Yvonne Huff,SID97533,Biology,9
Dr. Heather Frazier,SID97534,Economics,8
Theresa Mcmahon,SID97535,Art,3
Jessica Jenkins,SID97536,Economics,8
Brenda Golden,SID97537,Biology,12
Holly Jones,SID97538,Mathematics,25
Megan Miller,SID97539,History,26
Crystal Allen,SID97540,Philosophy,1
Mr. Mason Roy,SID97541,Psychology,20
John Murphy,SID97542,Medicine,16
Robert Brown,SID97543,Philosophy,2
Kimberly Henderson,SID97544,Psychology,25
Jenny Spencer,SID97545,Engineering,28
Maria Coleman,SID97546,Medicine,25
Teresa Rollins,SID97547,Philosophy,1
Tina Roth,SID97548,Psychology,3
Jacqueline Rice,SID97549,Mathematics,2
Toni Clark,SID97550,Mathematics,27
Samuel Villanueva,SID97551,Computer Science,4
Karla Reyes,SID97552,Computer Science,10
Thomas Mata,SID97553,Medicine,11
Lisa Hernandez,SID97554,Biology,15
Jennifer Rogers,SID97555,Biology,2
Emily Lopez,SID97556,Mathematics,20
Teresa Cervantes,SID97557,Physics,24
Keith Lam,SID97558,Economics,24
Stacy Long,SID97559,Engineering,25
Christopher Hobbs,SID97560,Philosophy,18
Tiffany Guzman,SID97561,Computer Science,23
Ryan King,SID97562,History,6
Joshua Wyatt,SID97563,History,8
Jose Adams,SID97564,Computer Science,22
Wendy Clark DDS,SID97565,Literature,24
Jennifer Allen,SID97566,Computer Science,3
Valerie Williams,SID97567,Art,1
Lauren Carter,SID97568,Engineering,27
Mrs. Anne Winters,SID97569,Computer Science,20
Pamela Wright,SID97570,Philosophy,6
Brandi Davis,SID97571,Literature,1
Veronica Valdez,SID97572,Psychology,1
Robert Carson,SID97573,Philosophy,25
Tyler Higgins,SID97574,Philosophy,10
Richard Palmer,SID97575,Computer Science,2
Allen Williams,SID97576,Computer Science,13
Brian Tran,SID97577,Literature,21
Victoria Adams,SID97578,History,24
Barbara Johnson,SID97579,Computer Science,5
Kathleen Brooks,SID97580,Biology,26
Angela Garcia,SID97581,Economics,17
Michael Alvarez,SID97582,Psychology,11
Kelsey Sullivan,SID97583,Psychology,19
Eric Rodriguez,SID97584,Literature,10
Brandon Clements,SID97585,Philosophy,16
Colleen Parker,SID97586,History,9
Nicholas Wilson,SID97587,Psychology,26
Regina Page,SID97588,Physics,2
Brenda Castro,SID97589,Philosophy,22
James Padilla,SID97590,Engineering,3
Gabriel Maxwell,SID97591,Physics,26
David Turner,SID97592,Mathematics,19
Joanne Collins,SID97593,Medicine,2
Ashley Russo,SID97594,Mathematics,26
Lydia Holder,SID97595,History,3
Christopher Espinoza,SID97596,Psychology,1
Tiffany Davis,SID97597,Engineering,16
Debbie Alexander,SID97598,Literature,15
Jennifer Boyer,SID97599,History,25
Carmen Pollard,SID97600,Computer Science,1
Leslie Baker,SID97601,Art,17
Jeremy Kramer,SID97602,Economics,13
Amy Huff,SID97603,Literature,16
James Weber,SID97604,Biology,26
Shane Werner,SID97605,Economics,8
Kevin Taylor,SID97606,Mathematics,26
Nicole Costa,SID97607,Literature,12
Justin Carpenter,SID97608,Engineering,12
Suzanne Zhang,SID97609,History,6
Sarah Lee,SID97610,Philosophy,28
Ryan Logan,SID97611,Biology,9
Ashley King,SID97612,Economics,5
Lisa Mata,SID97613,Physics,3
Jason Jackson MD,SID97614,History,21
Timothy Nichols,SID97615,Philosophy,19
Victoria Hood,SID97616,Economics,28
Damon Patterson,SID97617,Art,15
Debbie Nguyen,SID97618,History,16
Patricia Lee,SID97619,Physics,25
Julia Lloyd,SID97620,Computer Science,8
Andrew Villanueva,SID97621,Medicine,23
Cody Sexton,SID97622,Engineering,13
Brenda Franklin,SID97623,Engineering,11
Dennis Villa,SID97624,Physics,27
Jackie Wallace,SID97625,Biology,17
Paul Rocha,SID97626,Philosophy,9
Alan Grant,SID97627,Economics,11
Michael Martinez,SID97628,Computer Science,3
Mitchell Robbins,SID97629,Economics,19
Wesley Watson,SID97630,Art,23
Victoria Bennett,SID97631,Engineering,24
Kristine Thompson,SID97632,Medicine,8
Sarah Nguyen PhD,SID97633,Psychology,7
Theresa Clark,SID97634,Medicine,11
Ryan Morales,SID97635,History,7
William Ward,SID97636,Biology,25
Jamie Melendez,SID97637,Mathematics,13
Summer Casey,SID97638,Psychology,3
Theresa Sweeney,SID97639,Engineering,15
Kayla Sharp,SID97640,History,11
Jill Arnold,SID97641,Literature,25
Patrick Cooper,SID97642,Computer Science,6
Steven Dixon,SID97643,Art,9
Julia Russell,SID97644,Art,18
Lisa Harris,SID97645,History,6
Annette Keller,SID97646,Computer Science,16
Jennifer Lawson,SID97647,Literature,23
Heather Sullivan,SID97648,Art,21
Kevin Lamb,SID97649,Computer Science,19
Steven Knox,SID97650,Medicine,8
Cindy Dalton,SID97651,Physics,25
Angela Acosta,SID97652,Art,10
Charles Mccormick,SID97653,History,2
Amanda Blackburn,SID97654,Computer Science,12
Martin Harrison,SID97655,Literature,18
Michael Chase DVM,SID97656,Mathematics,23
Jeanne Dennis,SID97657,Biology,13
Laura Guerra,SID97658,Art,18
Kyle Williams,SID97659,Psychology,1
Lisa Evans PhD,SID97660,Computer Science,7
Lisa Kent,SID97661,Economics,17
Kevin Burgess,SID97662,Mathematics,21
Alex Nichols,SID97663,Philosophy,24
Brian Hernandez,SID97664,Psychology,13
Melissa Garcia,SID97665,History,26
Krista Acosta,SID97666,Economics,6
Sandra Spears,SID97667,Psychology,9
Tracy Williams,SID97668,Psychology,5
Shawn Butler,SID97669,History,17
Marcus Fry,SID97670,Philosophy,11
Scott Nelson,SID97671,Mathematics,25
Lisa Taylor,SID97672,Economics,12
Michele Roberts,SID97673,Psychology,17
Meredith Robertson,SID97674,Psychology,20
Alexa Brewer,SID97675,Economics,8
Rebecca Marshall,SID97676,Mathematics,12
Charles Levy,SID97677,Computer Science,6
Patricia Willis,SID97678,Computer Science,18
Cassandra Robinson,SID97679,Computer Science,15
Adam Sanders,SID97680,Biology,21
Barbara Lee,SID97681,Computer Science,10
Tiffany Stewart,SID97682,Mathematics,14
Kelly Peters,SID97683,Mathematics,5
Rachel Robinson,SID97684,Biology,1
Jason Lewis,SID97685,Physics,21
Catherine Hill,SID97686,Economics,19
Adam Wang,SID97687,Psychology,14
Michelle Martin,SID97688,Physics,9
Joseph Maddox,SID97689,Psychology,12
Sara Booker,SID97690,Philosophy,28
Michelle Clarke,SID97691,Engineering,28
Denise Taylor,SID97692,Computer Science,16
Jesus Lewis,SID97693,Art,19
John Cox,SID97694,Philosophy,2
Michael Edwards,SID97695,Biology,19
Monica Bean,SID97696,Physics,2
Jennifer Robbins,SID97697,Mathematics,8
Nicholas Wright,SID97698,Physics,17
Brittany Kramer,SID97699,History,11
Tracey Webster,SID97700,Economics,7
Jonathan Tucker,SID97701,Art,24
David Hubbard,SID97702,Psychology,26
Kathleen Diaz,SID97703,Literature,17
Michael Lester,SID97704,Economics,18
Kimberly Garcia,SID97705,Biology,3
Janice Kelly,SID97706,Economics,16
Aaron Boone,SID97707,Mathematics,14
Pamela Boyd,SID97708,Literature,12
Savannah Brown,SID97709,Philosophy,14
Jennifer Curtis,SID97710,Biology,1
Jennifer Hamilton MD,SID97711,Economics,6
Steven Burton,SID97712,Art,3
Shannon Lozano,SID97713,Psychology,14
Gerald Salinas,SID97714,Physics,8
Bethany Montoya,SID97715,Physics,8
Melissa Johnson,SID97716,Philosophy,9
Karla Miranda,SID97717,Psychology,8
Christopher Snyder,SID97718,Art,25
Andrew Jones,SID97719,Art,14
Kimberly Rivas,SID97720,Physics,22
Cameron Simmons,SID97721,Art,25
Roy Young,SID97722,Mathematics,13
Robert Reed,SID97723,History,5
Lisa Shah,SID97724,Philosophy,27
Michelle Shannon,SID97725,Art,13
Oscar Garcia,SID97726,Physics,27
Garrett Jones,SID97727,Physics,25
Bianca Wilson,SID97728,Engineering,4
Jason Fuller,SID97729,Art,22
Jeremy Griffin DDS,SID97730,Mathematics,2
Angel Perez,SID97731,Art,20
Matthew Nunez,SID97732,Mathematics,15
Dawn Ellis,SID97733,Physics,17
David Payne,SID97734,Engineering,27
Erica Torres,SID97735,Computer Science,9
John Wiley,SID97736,Philosophy,6
James Peterson,SID97737,Psychology,5
Amanda Goodman,SID97738,Biology,16
Wendy Martin,SID97739,Medicine,21
David Olsen,SID97740,Art,2
Joshua Barnes,SID97741,Mathematics,21
James Webster,SID97742,Biology,2
Karen Smith,SID97743,Computer Science,9
Debra Hudson,SID97744,Mathematics,12
Travis Henderson,SID97745,Psychology,8
Jamie Navarro,SID97746,Computer Science,7
Henry Weaver,SID97747,Economics,10
Crystal Jordan,SID97748,Engineering,4
Becky Browning,SID97749,Medicine,28
Kristie Patel,SID97750,Economics,25
Deborah Simmons,SID97751,Philosophy,10
Derek Rios,SID97752,Physics,4
Douglas Obrien,SID97753,Mathematics,3
Gina Wagner,SID97754,Economics,22
Ronald Estrada,SID97755,Biology,22
Molly Hogan,SID97756,Art,14
Ricky Kelly,SID97757,Medicine,11
Ryan Johnson,SID97758,Computer Science,10
Heather Wilson,SID97759,Philosophy,28
Jared Neal,SID97760,Physics,19
Jasmine Reynolds,SID97761,Psychology,1
Brian Barnett,SID97762,Economics,2
Neil Franklin,SID97763,Engineering,19
Karen Chen,SID97764,Engineering,12
Alan Ford,SID97765,Engineering,19
Crystal Price,SID97766,Literature,21
Taylor Smith,SID97767,Engineering,13
Carol Chambers,SID97768,Philosophy,24
James Oconnor,SID97769,Mathematics,15
Jeffery Anderson,SID97770,Philosophy,21
Diane Schmidt,SID97771,Philosophy,28
Barbara Baker,SID97772,Engineering,9
Matthew Richardson,SID97773,Art,25
Jenna Anthony,SID97774,Psychology,10
Katelyn Schultz,SID97775,Art,24
Jennifer Rios,SID97776,Engineering,2
Christopher Davidson,SID97777,History,13
Paul Diaz,SID97778,Engineering,22
Thomas Armstrong,SID97779,Art,25
Theresa Rodriguez,SID97780,Mathematics,9
Michael Cox,SID97781,Mathematics,11
Diamond Mora,SID97782,Physics,4
Deborah Lewis,SID97783,Economics,24
Samantha Brown,SID97784,Medicine,16
Matthew Ryan,SID97785,Mathematics,25
Kathryn Dixon,SID97786,Economics,19
Katherine Johnson,SID97787,Art,6
Brandon Bautista,SID97788,Literature,4
Alyssa Perez,SID97789,Biology,1
Johnathan Beasley,SID97790,Physics,20
Patrick Garcia,SID97791,Art,28
Jennifer Hansen,SID97792,History,26
Kristen Zuniga,SID97793,Biology,28
Dr. Jessica Lowery,SID97794,Literature,2
Nicole Smith,SID97795,Economics,22
Dawn Robinson,SID97796,Computer Science,26
Colleen Sanchez,SID97797,Biology,19
William Herman,SID97798,Art,28
Rodney Stephenson Jr.,SID97799,Physics,3
Richard Meyer PhD,SID97800,Psychology,16
Anthony Hines,SID97801,Mathematics,12
Thomas Murphy,SID97802,Economics,5
John Brown,SID97803,Philosophy,13
Aaron Young,SID97804,Biology,5
Stacy Floyd,SID97805,Physics,1
William Barry,SID97806,Medicine,1
Jeremy Norman,SID97807,Mathematics,2
Eileen Douglas,SID97808,Computer Science,20
Melanie Brown,SID97809,Psychology,21
Mary Burns,SID97810,Medicine,8
Lauren Pacheco,SID97811,Medicine,18
Daniel Ryan,SID97812,Medicine,14
Valerie Murray,SID97813,Engineering,27
Richard Dominguez,SID97814,Art,23
Brittany Meyer,SID97815,Engineering,23
Jordan Vaughan,SID97816,Literature,14
Molly Edwards,SID97817,Art,22
Kathy Lee,SID97818,Literature,13
Joshua Woods,SID97819,Philosophy,17
James Harper,SID97820,Literature,4
Susan Swanson,SID97821,Biology,6
Walter Cook,SID97822,History,15
Thomas Gardner,SID97823,Biology,28
Luis Smith,SID97824,Computer Science,28
Morgan Wall,SID97825,Engineering,17
Ashley Mitchell,SID97826,Economics,27
Brandon Mills,SID97827,Art,5
Bobby Fleming,SID97828,Medicine,12
Amanda Smith,SID97829,Medicine,15
Matthew Molina,SID97830,Literature,24
Kathleen Wilson,SID97831,Philosophy,8
Gregory Medina,SID97832,Computer Science,4
Ryan Barker,SID97833,Economics,17
Craig Lee,SID97834,Psychology,26
Joan Hubbard,SID97835,Literature,17
Matthew Raymond,SID97836,Philosophy,10
Erica Kelley,SID97837,History,10
Michael Hays,SID97838,Mathematics,27
Angela Avila,SID97839,Physics,11
David Jacobs,SID97840,Art,7
Deanna Martinez,SID97841,History,14
Amy Mooney,SID97842,History,24
Melissa Davenport,SID97843,Literature,28
Ian Mendoza,SID97844,Philosophy,10
Richard Noble,SID97845,Computer Science,19
Ryan Graham,SID97846,Art,9
Sarah Powell,SID97847,Engineering,16
Bethany Anderson,SID97848,Computer Science,7
Phyllis Booker,SID97849,Art,10
Valerie White,SID97850,Computer Science,4
Joel Cochran,SID97851,Engineering,11
Angela Anderson,SID97852,Physics,4
Melissa Brown,SID97853,Mathematics,4
Teresa Wilson,SID97854,Economics,24
Anne Phillips,SID97855,Literature,27
Tanya Morrison,SID97856,Mathematics,14
Johnathan Stanley,SID97857,Psychology,22
Anthony Smith,SID97858,Art,3
Lauren Perez,SID97859,Psychology,6
Cathy Cox,SID97860,Computer Science,24
Laura James,SID97861,Philosophy,10
Jennifer Jordan,SID97862,Economics,15
Tiffany Johnston,SID97863,Psychology,22
Jennifer Jordan,SID97864,Computer Science,21
Timothy Fields,SID97865,History,9
Kevin Curry,SID97866,Physics,19
Stacy Dunlap,SID97867,Art,12
Briana Hayes,SID97868,Art,13
Sara Owens,SID97869,Medicine,6
Nathan Barrera,SID97870,Biology,24
Brenda Douglas,SID97871,Physics,13
Mr. Joel Schmidt Jr.,SID97872,Literature,25
Katelyn Coleman,SID97873,History,9
Kelly Jones,SID97874,Biology,14
Andrew Johnson,SID97875,Mathematics,9
Veronica Jackson,SID97876,Mathematics,15
Sheri Scott,SID97877,Philosophy,9
Victoria Peterson,SID97878,Literature,8
Ashley Wood,SID97879,Mathematics,8
Jennifer Wang,SID97880,Art,20
Jennifer Ellis,SID97881,Art,22
Amy Ruiz,SID97882,Engineering,12
Dawn Davenport,SID97883,Computer Science,1
Christopher Lester,SID97884,Computer Science,16
Dr. Justin White,SID97885,Engineering,2
Brittney Hensley,SID97886,Philosophy,11
Brandon Patel,SID97887,History,2
Crystal Steele,SID97888,Physics,3
Danny Watson,SID97889,Physics,19
Blake Wade,SID97890,Psychology,12
Patrick Anderson,SID97891,Mathematics,8
Betty Gutierrez,SID97892,Physics,6
Rebecca Ray,SID97893,Economics,7
Brooke Martinez,SID97894,Literature,17
John Martin,SID97895,Psychology,11
Emily Singleton,SID97896,Literature,3
Erica Blake,SID97897,Computer Science,23
Nicole Sanchez,SID97898,Economics,7
Joseph Stewart,SID97899,Mathematics,10
Jeffrey Hall,SID97900,Economics,8
Dr. Robert Benson PhD,SID97901,Economics,26
Luis Mcdonald,SID97902,History,20
Thomas Gonzalez,SID97903,Computer Science,12
Jasmine Turner,SID97904,Literature,21
Benjamin Davis,SID97905,Computer Science,28
Tammy Beck,SID97906,Literature,12
Nathaniel Ramirez,SID97907,Literature,27
Angela Castro,SID97908,Literature,26
Jessica Wilson,SID97909,Economics,10
Alicia Hall,SID97910,Physics,5
Brandon James,SID97911,Biology,8
Monica Garrison,SID97912,Economics,1
Melissa Smith,SID97913,History,2
Zachary Long,SID97914,History,8
Misty Lewis,SID97915,Biology,17
Mathew Franklin,SID97916,Psychology,12
Jenny Jones,SID97917,Literature,24
Thomas Harris,SID97918,Computer Science,8
Scott Woods,SID97919,Physics,8
Katherine Shea,SID97920,Economics,1
Breanna Anderson,SID97921,Computer Science,6
Stephen Sullivan,SID97922,Biology,21
Nicholas Fisher,SID97923,Computer Science,10
Bianca Robinson,SID97924,Biology,18
Marc Lee,SID97925,Psychology,1
Michelle Armstrong,SID97926,Psychology,5
Ashley Long,SID97927,History,16
Lisa Rivas,SID97928,Biology,21
Tony Morales,SID97929,History,15
Anthony Evans,SID97930,Mathematics,22
James Brooks,SID97931,Engineering,28
Jamie Espinoza,SID97932,Biology,11
Sarah Navarro,SID97933,Computer Science,4
Patricia Marquez,SID97934,History,25
Nicole Brown,SID97935,Medicine,17
Mark Miller,SID97936,Biology,25
Alicia May,SID97937,Biology,13
Alexander Estrada,SID97938,Medicine,20
Jason Wagner,SID97939,Literature,28
Fernando Stewart,SID97940,Art,15
James Long,SID97941,Medicine,12
Steven Carroll,SID97942,Literature,8
Jonathan Nelson Jr.,SID97943,Medicine,19
Zachary Reid,SID97944,Medicine,15
Kelly Lindsey,SID97945,Mathematics,10
Sarah Garcia,SID97946,History,16
Jeffery Francis,SID97947,History,9
Eric Stone,SID97948,Computer Science,23
Deborah Todd,SID97949,Psychology,10
Mathew Watson,SID97950,Economics,7
Ryan May,SID97951,Biology,28
Theodore Thomas,SID97952,Medicine,21
Amy Logan,SID97953,Biology,20
Theresa Jones,SID97954,Engineering,1
Carol Espinoza,SID97955,Engineering,22
Sherry Holmes,SID97956,Mathematics,12
Linda Hall,SID97957,Medicine,12
David Shannon,SID97958,Economics,5
Lauren Hancock,SID97959,Mathematics,22
Lawrence Brewer,SID97960,Medicine,17
Heather Garcia,SID97961,Medicine,21
Christina Rhodes,SID97962,Philosophy,2
George Figueroa,SID97963,Philosophy,5
Savannah Williams,SID97964,Medicine,11
Suzanne Bentley,SID97965,Computer Science,16
Grace Orozco,SID97966,Computer Science,14
Steven Lee,SID97967,Computer Science,23
Laura Lewis,SID97968,History,24
Jason Wade,SID97969,History,11
Charles Thomas,SID97970,Economics,27
Christina Mckenzie,SID97971,Engineering,8
Ashley Thornton,SID97972,Psychology,4
Mark Harper,SID97973,Economics,21
Devon Russell,SID97974,Biology,12
Diane Johnson,SID97975,Computer Science,19
Nichole Heath,SID97976,Philosophy,20
Jacob Powers,SID97977,History,25
Jody Ho,SID97978,Mathematics,27
Larry Shea,SID97979,Medicine,22
Eric Grant,SID97980,Physics,27
Samuel Santos,SID97981,Engineering,12
Mr. John Cooper,SID97982,Literature,12
Randy Brooks,SID97983,Philosophy,10
Mrs. Connie Vaughan,SID97984,Philosophy,18
Roy Adams,SID97985,Physics,22
Sharon Evans,SID97986,Psychology,5
Kelly Cook,SID97987,Physics,2
Cameron Young,SID97988,Psychology,11
Tiffany Benson,SID97989,Medicine,2
Elizabeth Thornton,SID97990,Mathematics,4
Kelly Hawkins,SID97991,Art,20
Gilbert Brown,SID97992,Economics,28
Kevin Rodriguez,SID97993,Art,20
Stephanie Irwin DDS,SID97994,Philosophy,17
Gina Graham DDS,SID97995,Art,19
Robert Perez,SID97996,Psychology,25
Anna Wolf,SID97997,Economics,27
Colleen Mckenzie,SID97998,Physics,20
Jerome Collins,SID97999,Engineering,16
Brenda Allen,SID98000,Economics,13
Alejandro Weeks,SID98001,Computer Science,27
James Garcia,SID98002,Philosophy,5
Michael Lambert,SID98003,Literature,5
Thomas Crawford,SID98004,Philosophy,22
Kyle Petersen,SID98005,Economics,28
John Rhodes,SID98006,History,28
Michael Mercer,SID98007,Mathematics,8
Kevin Holmes,SID98008,Physics,19
Nichole Bush,SID98009,Economics,9
Kevin Hatfield,SID98010,Mathematics,15
Nicole Robbins,SID98011,Literature,4
Samantha Herrera,SID98012,Art,1
Mrs. Laura Bell,SID98013,Biology,13
Diane Smith MD,SID98014,History,22
Carmen Alexander,SID98015,Philosophy,15
Karen Thompson,SID98016,Computer Science,14
Joseph Carter,SID98017,Literature,19
Deanna Fox,SID98018,History,18
Zachary Harrison,SID98019,Philosophy,23
Dawn Willis,SID98020,Medicine,4
Anthony Cross,SID98021,History,3
Elizabeth Torres,SID98022,Literature,22
Nicole Phillips,SID98023,Philosophy,5
Marvin Morales,SID98024,Literature,24
Tammy Thomas,SID98025,History,13
Samantha Davis,SID98026,Psychology,15
Matthew Branch,SID98027,Mathematics,16
Brian Gonzalez,SID98028,Economics,15
Jasmine Smith,SID98029,Art,16
Ashlee Franco,SID98030,Literature,20
Jonathon Boyle,SID98031,Philosophy,23
Erica Santiago,SID98032,Biology,24
Brendan Andrews,SID98033,Physics,9
Natalie Miller,SID98034,Biology,5
Connie Mason,SID98035,Literature,22
Joyce Ewing,SID98036,Literature,24
Amy Lewis,SID98037,Economics,18
Matthew Howard,SID98038,History,15
Daniel Lane,SID98039,Art,26
Tiffany Marshall,SID98040,Economics,8
Nathan Moore,SID98041,Psychology,19
Allison Thomas,SID98042,History,21
David Campbell,SID98043,Literature,8
Ashley Briggs,SID98044,Literature,19
Jennifer Sanchez,SID98045,Biology,15
Laurie Montoya,SID98046,Engineering,11
Savannah White,SID98047,Computer Science,8
Brianna Wilson,SID98048,Psychology,2
